"This year::: we’re meeting Georgia on—and off—the field in a Beat Week Giving Challenge.

Auburn donors are challenging Georgia donors to show their support. Give to your favorite program at #Auburn to win bragging rights AND to show the Bulldogs what #AuburnFamily really means.

Give today at AUvUGA.com. #BeatGeorgia",9/28/2020 13:48,David McGough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The #AuburnFamily is made up of those who get things done for the greater good.

Fueled by an undergraduate experience that is second to none::: our graduates are prepared and inspired to lead and innovate in their professions::: their communities and the world.

And every day::: our faculty discover and refine life-changing solutions to real-world problems facing humanity.

At #Auburn::: we are what we do. #WarEagle",9/26/2020 19:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#WarEagle

The SECU
26 September 2020 г.::: 07:02 ·

The University of Kentucky and Auburn University may be facing off today::: but they’re both fighting against COVID-19. #ItJustMeansMore 😷💉",9/26/2020 15:15,A few more weeks and the alumni will be demanding full stadiums. The BS will be over soon.,Auburn wins ::: war eagle.,Turned on the game. Look at all those in the stands with no face masks. Tsk tsk. Almost like they coulda had a graduation 6 weeks ago.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#ICYMI world-renowned health official Dr. Deborah Birx praised #Auburn and the Southeastern Conference for our COVID-19 response during a campus visit on Thursday::: Sept. 24.,9/25/2020 20:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""All across this campus::: extraordinary steps have been taken to make #AHealthierU::: and this Saturday::: we’re hoping it’s 'AHealthierW:::' as in win::: for the Auburn Tigers."" #WarEagle",9/25/2020 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"World-renowned health official and physician Ambassador Dr. Deborah Birx—The White House Coronavirus Task Force Coordinator—commended #Auburn and Southeastern Conference leadership and students for their response to the COVID-19 pandemic during a visit to our campus this afternoon.

Read more: http://ocm.auburn.edu/newsroom/news_articles/2020/09/241734-dr-birx-visits-auburn.php",9/24/2020 23:41,Dr. Birx with a bit of school spirit in her $5000 scarves.,I love how she wore orange and blue!,Audrey Buring Matheson is this what you were talking about?,War Eagle 🦅,Good for Auburn! THANK YOU DR. BIRX for emphasizing SCIENCE when making health decisions. Keep up the good work::: Dr. Birx!,WAR EAGLE 🦅,"The US govt last week updated the survival rates (i.e.::: IF infected) for Covid19:

0-19 99.997%
20-49 99.98%
50-69 99.5%
70+ 94.6%

Didn't see it reported much.

https://t.co/
miFbqyb9pM",Appreciate her intellect and service to our country. And glad she prioritized an Auburn visit! War Eagle! 🦅💙🧡,Wear a mask. What have you got to lose? Oh::: maybe your life if you don't.,War Eagle 🦅,Fraud Fauci’s partner.,Thank you Dr. Birx. I think the idea here is positive reinforcement to the administration and students who are doing the right things to keep their campuses open and classes resumed. It’s appropriate and kind of cool for her to represent with the school colors in which she visits. It called respect. If we all had it there’s no telling how far we could get in this world and how fast this virus would be out of here! Many people that will just say anything think they are actually speaking just freely and don’t realize that is a sign of being held hostage by a very primitive part of the brain that they have not quite integrated well enough to develop control over and thus exhibit the ability to have a more intuitive and enlightened level of thinking and communication- it’s called the ego. I get a kick out of people yelling anything out on social media because of freedom of speech when it’s really just freedom of monkey brain. Now::: freedom of speech (those words that have meaning) is when we really have something important to contribute that will titillate the souls on earth. I will stick to listening to Professionals.,"Read the study:

https://
wwwnc.cdc.gov/
eid/article/26/
5/
19-0994_article?
fbclid=IwAR1wgG
i1n82n8eGLEFTIb
zV3atyHqop9DqK-
rhx7itJ0SY3eZm5
erwTZw6g",I am delighted Dr. Birx was able to visit Auburn and to show her pride in the way the school and students are dealing with the virus. She is doing a great service to our country and doing a wonderful job.,Good News. Love the scarf! 🧡💙,Jason Godwin,Meh. She sold her soul to the devil. No kudos from here.,"#BecauseThisIsAu
burn",Auburn can lead the way to what is best for you the public health::: not convenient necessarily but best for all.,Marisa Mustin Simpson,Let’s get students back to in-person learning!!!’,Well she sure wore the right colors!!!,Drew Forehand,Thank you Dr. Birx,April Weaver,Blah blah blah. WHO puppet.,She was at Baylor earlier this week wearing a green and gold scarf::: giving the same message. Must be a self-promotion tour.,Charlotte Brakmann,War Eagle and thank you!,War Eagle Dr. Birx!! 💙🧡,Marian Donohue,Way to go Auburn..War Eagle🧡🦅💙,Angela Mock...note the color appropriate scarf!! War 🦅,"AUsome...that's
very encouraging to hear!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"🌳🧻 While the #AuburnFamily looks forward to celebrating the return of football::: officials are asking fans not to roll the two #AuburnOaks and nearby 10 descendant trees this season::: and they are encouraging mask wearing and physical distancing during gameday celebrations.

While the two Auburn Oaks planted in 2017 and the 10 descendant oaks in Samford Park showed excellent progress during the 2020 growing season::: they still need special care and monitoring to ensure full establishment. Not rolling them this year will allow the trees more time to become more acclimated to their new environment. #WarEagle

OCM.AUBURN.EDU
Auburn fans asked not to roll Auburn Oaks::: encouraged to practice physical distancing",9/24/2020 19:15,Fans are encouraged to celebrate football victories by rolling two large southern magnolia trees and a white oak in front of Biggin Hall near Toomer’s Corner. #WarEagle,The headline is confusing. They don’t want the trees rolled because they need to grow and not be damaged. Has nothing to do with COVID.,There goes a third tradition.,Time for in-person classes! Professors need to do what elementary school teachers are achieving at a fraction of the cost. This isn’t the University of Phoenix. Or is it?,Don’t y’all throw toilet paper from a distance,The eagle can't fly,Read beyond the headline people. 💙🧡 And roll on! WDE 🦅,Can these college kids have any fun this Fall at AU?? This is ridiculous,Quit taking away everything. Roll the dang trees. WDE😂💙🧡,Some of y’all never learned to read! Must have attended that other college 🤣. The article states which trees can be rolled and which they are asking you not to roll so they can get stronger for future seasons,This is like trying to keep a few rats in a cardboard box::: isn't going to happen. This year began on the wrong foot and the Auburn supporters::: Alumni are ready to show their mighty fan prowess. So Let the Auburn do what they will at their discretion and have fun. WDE!,Read the article...,The young trees need time to grow. Roll the heck out of the older selected ones. Before long it will be rolling as usual. War Eagle!,Reading the article sounds like they have concern for those specific “Toomer’s Oaks.” Once again people are complaining about a small inconvenience for a limited time which will actually benefit everyone in the long run. Show some Auburn Spirit by stepping up for what’s right! War Eagle!,Beau Matthews,Do people read articles or just headlines??? Toomers is still a tradition just don’t roll the newest trees. They had them marked off since they were planted.,Party like it's Auburn!!,Good job::: AU!!! True tigers know the Auburn spirit lives within you::: not in the trappings of apparently fair weather fandom!!!,Emily Eason Nicholson Ashley Arnette Ryan,What fans?? Only ~ 17:::490 allowed and mostly students for the first game. 🙂,The problem today is the byline for things like this. They just asked that we not roll certain trees. At least we have some to roll and not just wire across the light poles.,SMH. 🤦‍♀️. Can’t fly the 🦅 can’t roll the trees 🤷‍♀️,Sorry but I bought extra t.p.🧻 specifically for this weekend🤷🏽‍♀️ and we are driving down from Indiana.🧻🌳 🏈🦅🧡💙,No eagle flight? No toomers? A spirit very afraid it seems. WEAK!,Payden Smith,"I read not to roll these specific trees::: but others are ok and to practice social distancing/
mask wearing as best you can. They didn’t ban the tradition. Did everyone else read something different than me?",Good grief! This is getting ridiculous! Trees create oxygen for us. Shouldn’t we be around trees for fresh air?!?! ( for those of you who don’t understand.... that’s a joke) Just saying! So they were fine to roll last year but need to be left alone this year? Not the front two but the others.,"Dang it. I was afraid this would happen.
I think they could set up barricades and let everyone walk through in a line a throw once then move on and get back in line if you wanted to throw again",Yeah that’s not gonna happen,Save the toilet paper! You might need it,Don't live in FEAR! Roll the DANG TREE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"🦅 Despite there being no eagle flights at Auburn Football home games this year amid the ongoing COVID-19 pandemic::: one of #Auburn’s most popular fall programs will return to offer a limited number of fans the opportunity to see a raptor show and flight demonstration.

The Southeastern Raptor Center's Football::: Fans and Feathers educational program once again will be held each Friday at 4 p.m. before home football games::: and this year a new Saturday show will be offered at 9 a.m. #WarEagle

OCM.AUBURN.EDU
Football::: Fans and Feathers educational program to continue with limited seating",9/23/2020 21:12,This is heartbreaking🦅😥,"https://
www.outkick.com/
latest-college-c
ampus-covid-sta
tistics-show-no
-death-nearly-z
ero-hospitaliza
tions/",Really no eagle flying before games. Folks that is the spiritual aspect of what Auburn's history has always done. The Board members need to step up and stop this nonsense.,I thought the only fans were students??,Gillian J. Patton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Even in unprecedented times::: #Auburn’s campus remains active and committed to a world-class education and stellar student experience.

Our Auburn Family is stronger together.

#WarEagle | #AHealthierU",9/23/2020 19:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Auburn University Parent & Family Association
22 September 2020 г.::: 16:00 ·

We're starting a new series this week. COVID-19 Connection. Each week we will be addressing the most common questions coming into the COVID-19 Resource Center and interviewing campus experts. This week we will be speaking with Evin Beck::: Associate Athletic Director for External Relations::: as we get ready for student attendance at the first football game of the Fall 2020 season.",9/23/2020 12:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Auburn University Medical Clinic Director Fred Kam offers his weekly update about COVID-19 and the campus’ latest data for the week of Sept. 14 through Sept. 20.

#AHealthierU",9/22/2020 20:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"YOUTUBE.COM
Election Security Amid COVID-19

McCrary Institute
22 September 2020 г.::: 05:10 ·

Watch our event live in one hour at 10am ET / 9 am CT on election security amid covid-19 with a special welcome from Governor Kay Ivey. https://youtu.be/6uiEv--mQd0",9/22/2020 13:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenneth Reese didn’t know he was making history. He just loved being a leader in Alabama 4-H.

The freshman in the College of Agriculture at Auburn University was the first Black president of Alabama 4-H::: the statewide branch of America’s largest youth development organization. #WarEagle

OCM.AUBURN.EDU
Auburn College of Agriculture freshman Kenneth Reese makes state history in 4-H",9/21/2020 21:54,Congrats Kenneth. War Eagle,War Eagle. Great mask!,"Congratulations
and welcome to the family. War Eagle",Congratulations,Congrats,AUsome young man!!!,I am so proud of this young man! He is going to do great things!,War Eagle!,"Congratulations
! You will go far in your life!",AUsome❤,"Congratulations
!",That is AUsome.,Sad that it would even take this long. Continue trailblazing!!,There are some great students at Auburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Students still desire to stay on campus::: and we appreciate those students who have made on-campus housing their home away from home."" #AHealthierU",9/19/2020 21:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Since the outbreak of COVID-19::: this #Auburn doctoral student and graduate research assistant has been able to concentrate on research in the Magnetized Plasma Research Lab.

""Over the past six months::: I have been able to continue to work in the Leach Science Center to acquire tons of data::: analyze the collected data and try new experiments."" #WarEagle

Auburn University College of Sciences and Mathematics
18 September 2020 г.::: 12:17 ·

Meet Stephen Williams::: a graduate student in the Department of Physics.

COSAM's commitment to the student experience has helped him conduct research over the past six months and build a solid foundation for his future: aub.ie/stephen",9/18/2020 21:17,War Eagle,War Eagle Stephen.,War Eagle 🦅🦅🦅🦅🦅🦅,Way to go,AUsome!!!!!!,Love the tshirt!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"🔸 Sports are back! 🔹

#WarEagle

Auburn Tigers
18 September 2020 г.::: 07:17 ·",9/18/2020 17:52,Beautiful video! 🦅,Will do!,Love it!!!!,"Please support all the other sports besides football/
basketball. We have some talented athletes. Other colleges have made major cuts.",I am so excited to see them play but without all the traditions that will not happen.. makes it gloomy. Sad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Our job here is more than just serving food::: it’s literally to make sure that your student has what they need on a daily basis to be successful."" #AHealthierU",9/18/2020 14:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
